,SKU,Product_Name,Product_Category,Price,Promo_Start_Date,Promo_End_Date,Comparison_Price,Comparison_Price_Type,Buy_Box_Item_Price,Buy_Box_Eligible,MSRP,Product_Tax_Code,Ship_Methods,Shipping_Weight,Fulfillment_Type,WFS_Sales_Restriction,Shelf_Name,Primary_Category_Path,Brand,Offer_Start_Date,Offer_End_Date,Item_Creation_Date,Reviews_Count,Average_Rating,Competitor_Price,Competitor_Ship_Price,Cost
527,037000776123-C-P-L1-21.89,"Tide Advanced Power Liquid Laundry Detergent Oxi, Original, 81 loads, 150 fl oz","Home Decor, Kitchen, & Other",37.99,1970-01-01,1970-01-01,58.07,Was Price,58.07,Yes,61.39,2038710,ALWAYS_TWO_DAY,11.77,WFS Eligible,no restrictions,Shop All Laundry Detergent,"[""Home Page"",""Household Essentials"",""Laundry"",""Laundry Detergents"",""Shop All Laundry Detergent""]",Tide,2022-09-16,2049-09-16,2020-02-15,0,0.0,39.36,0.0,15.196000000000002
528,041137009078-C-P-L1-24.99,"Duraflame Natural Fire Logs 6 Lb - Case Of 9 (оnе Расk), 1count",Other,87.99,1970-01-01,1970-01-01,87.99,Was Price,87.99,Yes,69.69,2038685,NETWORK_GEO,54.0,Seller Fulfilled,no restrictions,Storm & Flood Prep,"[""Home Page"",""Home Improvement"",""Emergency Prep"",""Storm & Flood Prep""]",Duraflame,2021-09-02,2049-12-29,2018-10-26,753,4.8,68.95,0.0,35.196
529,041387917857-WM-S-5.98,4C 35-Qt. Lemon Iced Tea Mix (82.6 Ounce),Food & Beverage,17.85,1970-01-01,1970-01-01,16.7,Was Price,14.94,Yes,0.0,2040226,ALWAYS_TWO_DAY,5.8,Walmart Fulfilled,no restrictions,Iced Tea,"[""Home Page"",""Food"",""Beverages"",""Tea"",""Iced Tea""]",4C,2024-02-19,2049-12-31,2017-04-28,633,4.7,14.39,0.0,7.140000000000001
530,073141153980-C-P-L1-8.99,Glico Pocky Biscuit Sticks 3 Flavor Variety 1.41 Ounce (Pack of 12),Food & Beverage,16.29,1970-01-01,1970-01-01,22.48,List Price,21.28,Yes,31.78,2038362,ALWAYS_TWO_DAY,1.37,WFS Eligible,no restrictions,Chocolate Covered Snacks,"[""Home Page"",""Food"",""Candy"",""Chocolate"",""Chocolate Covered Snacks""]",Gilco Chololate,2022-09-15,2049-09-22,2020-12-30,0,0.0,32.64,0.0,6.516
531,073149108395-W-F-L1-6.74,"Sterilite 10839006 3 Gallon Round Swing Top Plastic Wastebasket, Black (6 Pack)","Home Decor, Kitchen, & Other",40.99,1970-01-01,1970-01-01,43.29,Was Price,40.99,Yes,119.99,2038710,NETWORK_GEO,1.4,Seller Fulfilled,no restrictions,Shop All Trash Cans,"[""Home Page"",""Home"",""Storage & Organization"",""Trash Cans"",""Shop All Trash Cans""]",Sterilite,2024-02-08,2049-12-31,2019-08-09,14,4.9,40.99,0.0,16.396
532,098308243236-C-F-L1-8.99,"Better than Bouillon Organic Low Sodium Roasted Chicken Base, 21 Ounce",Food & Beverage,25.55,1970-01-01,1970-01-01,21.75,Was Price,21.75,Yes,32.16,2038305,NETWORK_GEO,2.0,Seller Fulfilled,no restrictions,"Broth, stocks & bouillon","[""Home Page"",""Food"",""Pantry"",""Soup"",""Broth, stocks & bouillon""]",Better Than Bouillon,2023-09-14,2049-12-31,2022-06-08,2,3.0,17.49,0.0,10.22
533,120443896050-WM-C-5.25,Neutrogena Ultra Sheer Dry-Touch Water Resistant and Non-Greasy Sunscreen,"Beauty, Personal Care, & Hygiene",14.39,1970-01-01,1970-01-01,14.4,Was Price,14.39,Yes,11.5,2038763,ALWAYS_TWO_DAY,0.3,Walmart Fulfilled,"96768,96779,96713,96757,96748,96753,96732,96733,96788,96767,96793,96761,96784,96763,96790,96770,96729,96708",Neutrogena Sunscreen,"[""Home Page"",""Personal Care"",""Sun Care"",""Neutrogena Sunscreen""]",Neutrogena,2024-02-26,2049-12-31,2018-05-28,3,4.7,9.33,0.0,5.756
534,0772901329278-CB-F-L1-14.49,"Pearson's Original Salted Nut Roll | Peanut, Caramel, Nougat Candy | 24 Full- Size Candy Bars |Bulk, Individually Wrapped",Food & Beverage,38.05,1970-01-01,1970-01-01,38.05,Was Price,38.05,Yes,0.0,2038362,NETWORK_GEO,3.0,Seller Fulfilled,no restrictions,Chocolate Bars,"[""Home Page"",""Food"",""Candy"",""Chocolate"",""Chocolate Bars""]",Pearson's,2023-05-25,2049-12-31,2023-05-08,0,0.0,26.99,0.0,15.219999999999999
535,086216117947-S-F-L4-14.48,Dust-Off Falcon Compressed Gas Duster (10 oz. 4 Pack),Office,33.99,1970-01-01,1970-01-01,26.99,Was Price,27.99,Yes,16.87,2038710,NETWORK_GEO,5.0,Seller Fulfilled,no restrictions,Computer Cleaners,"[""Home Page"",""Office Supplies"",""Office Technology"",""Computer Cleaners""]",Dust-Off,2022-09-18,2049-12-31,2016-07-18,707,4.6,28.89,0.0,13.596000000000002
536,744759028686-C-P-L1-18.99,Top Chews Chicken & Apple Recipe 100% Natural Dog Treats,Animal Food,29.95,1970-01-01,1970-01-01,34.9,Was Price,24.99,Yes,0.0,2048966,ALWAYS_TWO_DAY,2.5,WFS Eligible,no restrictions,All Dog Treats,"[""Home Page"",""Pets"",""Dogs"",""Dog Treats"",""All Dog Treats""]",Top Dog Chews,2023-08-14,2049-12-31,2021-09-10,4,4.0,33.99,0.0,11.98
537,halley-bathrobe-black-M,"HALLEY Luxury Bathrobe for Women & Men, Shawl Collar Spa Bath Robes Terry Cotton Ultra Soft Shower Robe with Pockets - Black (M)","Beauty, Personal Care, & Hygiene",41.99,1970-01-01,1970-01-01,41.99,Was Price,41.99,Yes,0.0,2038356,ALWAYS_TWO_DAY,2.5,Walmart Fulfilled,no restrictions,Mens Robes,"[""Home Page"",""Clothing"",""Mens Clothing"",""Mens Pajamas and Robes"",""Mens Robes""]",HALLEY,2023-11-06,2049-12-25,2023-11-12,0,0.0,0.0,0.0,16.796000000000003
538,041608000863-BS-P-L1-0.35,"Summer's Eve Golden Glamour Daily Feminine Wipes, Removes Odor, pH Balanced, 16 Count","Beauty, Personal Care, & Hygiene",5.9,1970-01-01,1970-01-01,4.95,Was Price,4.5,Yes,0.0,2038739,ALWAYS_TWO_DAY,3.0,Walmart Fulfilled,no restrictions,Adult Wipes,"[""Home Page"",""Personal Care"",""Incontinence"",""Adult Wipes""]",Summer's Eve,2023-11-16,2049-12-31,2020-02-21,524,4.7,3.24,0.0,2.3600000000000003
539,049508008354-C-P-L1-8.99,"Snack Factory Pretzel Crisps Holiday Peppermint White Chocolate Covered Pretzels, 18 oz",Food & Beverage,27.86,1970-01-01,1970-01-01,27.99,Was Price,27.86,Yes,8.63,2040210,ALWAYS_TWO_DAY,5.0,Walmart Fulfilled,no restrictions,Chocolate Covered Snacks,"[""Home Page"",""Food"",""Candy"",""Chocolate"",""Chocolate Covered Snacks""]",Pretzel Crisps,2023-11-01,2049-12-31,2017-09-26,49,4.9,16.99,0.0,11.144
540,070200838215-S-P-L0-13.36,2/24oz Pack Olive Garden Signature Italian Dressing (Original Version) (Original Version) - SET OF 2,Food & Beverage,39.99,1970-01-01,1970-01-01,39.99,Was Price,39.99,Yes,0.0,2038305,NETWORK_GEO,2.0,Seller Fulfilled,no restrictions,Shop all salad dressings & toppings,"[""Home Page"",""Food"",""Pantry"",""Salad dressings & toppings"",""Shop all salad dressings & toppings""]",O-Live,2022-02-10,2049-12-30,2021-04-02,0,0.0,32.35,0.0,15.996000000000002
541,086279208835-S-P-L1-69.98,"Cuisinart CFO-3SS, 3-Quart Electric Fondue Pot with Forks, Stainless Steel","Home Decor, Kitchen, & Other",85.99,1970-01-01,1970-01-01,79.95,List Price,64.5,Yes,110.0,2038710,ALWAYS_TWO_DAY,10.0,WFS Eligible,no restrictions,Shop Kitchen & Dining,"[""Home Page"",""Home"",""Kitchen & Dining"",""Shop Kitchen & Dining""]",Cuisinart,2023-02-08,2049-12-31,2016-01-19,291,4.7,59.06,0.0,34.396
542,193968155216-S-P-L1-15.56,2 Pack | M. M. Pineapple Spears in Coconut Water (42 oz.),Food & Beverage,49.95,1970-01-01,1970-01-01,49.95,Was Price,37.59,Yes,0.0,2038710,NETWORK_GEO,5.26,Seller Fulfilled,no restrictions,Coconut Water,"[""Home Page"",""Food"",""Beverages"",""Water"",""Coconut Water""]",Generic,2024-01-20,2049-12-31,2023-09-26,0,0.0,0.0,0.0,19.980000000000004
543,309970170639-bstock-toast,"Almay Clear Complexion Foundation Makeup, Hypoallergenic, 705 Toast, 1 fl oz","Beauty, Personal Care, & Hygiene",12.5,1970-01-01,1970-01-01,12.58,List Price,9.5,Yes,16.79,2048134,ALWAYS_TWO_DAY,0.15,Walmart Fulfilled,no restrictions,All Makeup,"[""Home Page"",""Beauty"",""Makeup"",""All Makeup""]",Almay,2024-01-11,2049-12-30,2021-09-29,0,0.0,8.23,0.0,5.0
544,309973849273-bstock-vıolet frenzy,"Revlon Super Lustrous Creme Lipstick, Creamy Formula, 027 Violet Frenzy","Beauty, Personal Care, & Hygiene",9.15,1970-01-01,1970-01-01,6.48,List Price,6.4,Yes,8.11,2048134,ALWAYS_TWO_DAY,1.0,Walmart Fulfilled,no restrictions,Lipstick,"[""Home Page"",""Beauty"",""Makeup"",""Lip Makeup"",""Lipstick""]",Revlon,2023-12-14,2049-12-30,2015-12-09,616,4.3,6.4,0.0,3.66
545,313115056009-C-WM-14.97,"Doggy Delirious Turkey and Sweet Potato Flavor Dog Treats, 5 Pounds",Animal Food,33.98,1970-01-01,1970-01-01,32.97,Was Price,31.95,Yes,0.0,2048966,ALWAYS_TWO_DAY,5.5,Walmart Fulfilled,no restrictions,Training Dog Treats,"[""Home Page"",""Pets"",""Dogs"",""Dog Treats"",""Training Dog Treats""]",Doggy Delirious,2024-01-10,2049-12-31,2023-11-03,1,4.0,37.95,0.0,13.591999999999999
546,856743005051-BS-L1-6.65,Bolden Spf 30 Brightening Moisturizer 2.0 fl. oz,"Beauty, Personal Care, & Hygiene",27.19,1970-01-01,1970-01-01,27.19,Was Price,27.19,Yes,27.99,2038763,ALWAYS_TWO_DAY,0.132,Walmart Fulfilled,"96768,96779,96713,96757,96748,96753,96732,96733,96788,96767,96793,96761,96784,96763,96790,96770,96729,96708",Black Owned Facial Care,"[""Home Page"",""Beauty"",""Black Owned Beauty Brands"",""Black Owned Skin Care"",""Black Owned Facial Care""]",Bolden,2022-12-09,2049-12-31,2019-03-28,7,5.0,27.43,0.0,10.876000000000001
547,AR-BES6-1MH3,"HALLEY Turkish Bath Towels Set - 6 Piece Bathroom Set, Ultra Soft, Machine Washable, Highly Absorbent, 100% Cotton - Luxury Spa Quality - Gray","Home Decor, Kitchen, & Other",19.99,1970-01-01,1970-01-01,33.99,Was Price,19.99,Yes,0.0,2039973,ALWAYS_TWO_DAY,4.8,Walmart Fulfilled,no restrictions,Bath Towels,"[""Home Page"",""Home"",""Bath"",""Bath Towels""]",HALLEY,2020-11-01,2049-12-23,2020-11-09,0,0.0,32.99,0.0,7.9959999999999996
548,Bioblas-Argan-12oz,"Bioblas Argan Oil & Organic Olive Oil Hair Loss Shampoo for Men and Women, Dermatologically Tested Hypoallergenic - 12 oz","Beauty, Personal Care, & Hygiene",10.99,1970-01-01,1970-01-01,10.99,Was Price,10.99,Yes,99.99,2050316,ALWAYS_TWO_DAY,2.33,Walmart Fulfilled,no restrictions,Mens Hair Care,"[""Home Page"",""Personal Care"",""Men's Essentials"",""Mens Hair Care""]",BIOBLAS,2021-10-22,2026-10-11,2021-11-10,20,3.6,10.99,0.0,4.396
549,Halley-Hera-Set4-Yellow,"HALLEY Turkish Bath Towels Set - 4 Piece Bathroom Set, Ultra Soft, Machine Washable, Highly Absorbent, 100% Cotton - Luxury Spa Quality - Yellow","Home Decor, Kitchen, & Other",24.99,2023-06-20,2023-08-31,24.99,Was Price,24.99,Yes,0.0,2039973,ALWAYS_TWO_DAY,1.9,Walmart Fulfilled,no restrictions,Bath Towels,"[""Home Page"",""Home"",""Bath"",""Bath Towels""]",HALLEY,2020-10-29,2049-12-20,2020-11-09,0,0.0,24.99,0.0,9.996
550,halley-bathrobe-pink-M,"HALLEY Luxury Bathrobe for Women & Men, Shawl Collar Spa Bath Robes Terry Cotton Ultra Soft Shower Robe with Pockets - Pink (M)","Beauty, Personal Care, & Hygiene",33.99,1970-01-01,1970-01-01,39.99,Was Price,33.99,Yes,0.0,2038356,ALWAYS_TWO_DAY,2.5,Walmart Fulfilled,no restrictions,Mens Robes,"[""Home Page"",""Clothing"",""Mens Clothing"",""Mens Pajamas and Robes"",""Mens Robes""]",HALLEY,2023-11-08,2049-12-27,2023-11-12,0,0.0,33.99,0.0,13.596000000000002
551,halley-bathrobe-white-XL,"HALLEY Luxury Bathrobe for Women & Men, Shawl Collar Spa Bath Robes Terry Cotton Ultra Soft Shower Robe with Pockets - White (XL)","Beauty, Personal Care, & Hygiene",33.99,1970-01-01,1970-01-01,40.99,Was Price,33.99,Yes,0.0,2038356,NETWORK_GEO,2.6,WFS Eligible,no restrictions,UNNAV,"[""UNNAV""]",HALLEY,2020-11-10,2049-12-23,2021-04-09,0,0.0,33.99,0.0,13.596000000000002
552,037000639718-CB-G-L1-26.99,"Tide Pods with Downy April Fresh, 104 Count",Household Cleaning Products & Supplies,38.9,1970-01-01,1970-01-01,42.99,Was Price,46.6,Yes,66.08,2038710,ALWAYS_TWO_DAY,5.5,WFS Eligible,no restrictions,All Laundry Pods,"[""Home Page"",""Household Essentials"",""Laundry"",""Laundry Detergents"",""Laundry Pods"",""All Laundry Pods""]",Tide,2023-08-04,2049-12-31,2020-02-21,1118,4.6,44.99,0.0,15.56
553,041244122561-C-P-L1-14.49,"Martinelli's Gold Medal Sparkling Apple Cider, 12 Bottles of 8.4 fl. oz",Food & Beverage,40.49,1970-01-01,1970-01-01,41.99,Was Price,40.49,Yes,0.0,2044491,ALWAYS_TWO_DAY,12.0,Walmart Fulfilled,ME,Apple Cider,"[""Home Page"",""Food"",""Beverages"",""Juices"",""Apple Cider""]",Martinelli's,2023-09-22,2049-12-31,2021-09-03,2,5.0,32.44,0.0,16.196
554,041449412801-S-P-L1-7.48,Krusteaz Quick Bread Mix 3 x 15 oz. - Pumpkin Spice,Food & Beverage,22.88,1970-01-01,1970-01-01,20.72,Was Price,22.49,Yes,29.99,2038305,ALWAYS_TWO_DAY,3.05,WFS Eligible,no restrictions,Baking Kits,"[""Home Page"",""Food"",""Baking"",""Easy to Make"",""Baking Kits""]",Krusteaz,2022-11-16,2049-11-24,2017-08-09,358,4.8,23.99,0.0,9.152
555,041911400626-CB-P-L2-7.99,Sprayway Ammonia Free Clean Scent Glass Cleaner 4 Pack,Household Cleaning Products & Supplies,27.15,1970-01-01,1970-01-01,27.95,Was Price,23.95,Yes,0.0,2038710,NETWORK_GEO,5.0,Seller Fulfilled,no restrictions,Sprayway Glass Cleaner,"[""Home Page"",""Household Essentials"",""Cleaning Supplies"",""Glass Cleaners"",""Sprayway Glass Cleaner""]",Sprayway,2021-07-15,2049-12-29,2020-06-09,4,2.5,17.83,0.0,10.86
556,810055451883-C-P-L1-69.99,"SodaStream Terra Sparkling Water Maker Bundle with CO2, 2 Bottles and 2 bubly Drops Flavoring","Home Decor, Kitchen, & Other",118.99,1970-01-01,1970-01-01,119.96,Was Price,119.99,Yes,0.0,2038710,NETWORK_GEO,10.0,WFS Eligible,"AA,HI,AS,PR,VI,AE,AK,GU,AP",SodaStream,"[""Home Page"",""Home"",""Appliances"",""Kitchen Appliances"",""SodaStream""]",SodaStream,2023-01-24,2049-12-31,2021-07-23,1065,4.7,0.0,0.0,47.596000000000004
557,842470124578-S-P-L1-4.91,"Aqua Joe Metal Base Oscillating Sprinkler, Adjustable Spray Pattern, 4,000 Sq. ft. Max Coverage",Garden & Patio,19.95,1970-01-01,1970-01-01,29.5,Was Price,33.89,Yes,39.99,2038710,ALWAYS_TWO_DAY,1.21,WFS Eligible,no restrictions,Lawn Sprinklers,"[""Home Page"",""Patio & Garden"",""Garden Center"",""Watering & Irrigation"",""Lawn Sprinklers""]",Aqua Joe,2022-09-17,2049-12-31,2021-05-25,138,4.8,23.66,0.0,7.98
558,Halley-Hera-Bath2-Yellow,"HALLEY Turkish Bath Towels Set - 2 Pack Bathroom Set, Ultra Soft, Machine Washable, Highly Absorbent, 100% Cotton - Luxury Spa Quality - Yellow","Home Decor, Kitchen, & Other",25.5,2023-06-20,2023-08-31,25.5,Was Price,25.5,Yes,0.0,2039973,ALWAYS_TWO_DAY,4.21,Walmart Fulfilled,no restrictions,Bath Towels,"[""Home Page"",""Home"",""Bath"",""Bath Towels""]",HALLEY,2021-01-12,2049-12-23,2021-01-29,0,0.0,25.5,0.0,10.200000000000001
559,orient-air-freshener,"Orient Therapy Lavender Air Freshener Spray with Essential Oils - Odor Eliminator Bathroom Spray for Home, Office – Lavender Scent Linen Spray Deodorizer (200 ml)",Household Cleaning Products & Supplies,8.41,1970-01-01,1970-01-01,8.41,Was Price,8.41,Yes,0.0,2038710,ALWAYS_TWO_DAY,0.4,Walmart Fulfilled,no restrictions,All Air Fresheners,"[""Home Page"",""Household Essentials"",""Air Fresheners"",""All Air Fresheners""]",ORIENT THERAPY,2022-12-16,2049-12-18,2022-12-30,0,0.0,9.34,0.0,3.3640000000000003
560,orient-pet-shampoo,"Orient Therapy Lavender Pet Shampoo for Dogs & Cats – Natural Essential Oil Calming Pet Shampoo for Sensitive Skin – Gentle Puppy Conditioning Moisturizing Fur Shampoo Odor Eliminator, 500 ml",Animal Health & Grooming,10.99,1970-01-01,1970-01-01,10.66,Was Price,10.99,Yes,0.0,2038710,ALWAYS_TWO_DAY,1.1,Walmart Fulfilled,no restrictions,All Dog Grooming,"[""Home Page"",""Pets"",""Dogs"",""Dog Grooming"",""All Dog Grooming""]",ORIENT THERAPY,2022-12-26,2049-12-28,2022-12-30,0,0.0,10.99,0.0,4.396
561,000346807172-C-P-L1-46.59,Dremel 4000-6/50 Rotary Tool Kit with Attachments and Carrying Case,Tools,148.99,1970-01-01,1970-01-01,149.0,List Price,149.0,Yes,249.99,2038710,ALWAYS_TWO_DAY,5.0,WFS Eligible,no restrictions,Rotary Tools,"[""Home Page"",""Home Improvement"",""Tools"",""Power Tools"",""Rotary Tools""]",Dremel,2023-07-07,2049-12-31,2015-12-08,313,4.9,149.0,0.0,59.596000000000004
562,043318001468-CB-W-H1-9.69,"Simple Green All Purpose Cleaner Spray & Refill, 172 Oz",Household Cleaning Products & Supplies,21.9,1970-01-01,1970-01-01,19.46,Was Price,17.83,Yes,9.99,2038710,ALWAYS_TWO_DAY,10.0,Walmart Fulfilled,"CO,CA,MD,WA,98004,98002,98001",All Purpose Cleaners,"[""Home Page"",""Household Essentials"",""Cleaning Supplies"",""All Purpose Cleaners"",""All Purpose Cleaners""]",Simple Green,2023-07-11,2049-12-31,2016-04-14,1189,4.7,9.98,0.0,8.76
563,0693495990064-MD-P-L1-16.84,Detail Sander,Other,49.45,1970-01-01,1970-01-01,49.99,Was Price,49.45,Yes,0.0,2038710,NETWORK_GEO,2.25,Seller Fulfilled,no restrictions,UNNAV,"[""UNNAV""]",Tool Shop,2024-02-08,2049-12-31,2023-02-19,0,0.0,49.99,0.0,19.78
564,076308727512-C-F-L1-39.99,Filtrete Healthy Living Elite Allergen Reduction Filter MPR 2200 16x20x1 -3 PACK,"Beauty, Personal Care, & Hygiene",57.9,1970-01-01,1970-01-01,49.0,Was Price,57.9,Yes,0.0,2038710,ALWAYS_TWO_DAY,1.5,Walmart Fulfilled,no restrictions,16x20x1 Air Filters,"[""Home Page"",""Home Improvement"",""Heating, Cooling, & Air Quality"",""Air Quality"",""Air Filters"",""Air Filters by Size"",""16x20x1 Air Filters""]",Filtrete,2020-08-11,2049-12-29,2018-08-09,250,4.7,39.64,0.0,23.16
565,0798235653640-S-P-L1-21.67,"Dubble Bubble-Gumballs 1"" in Diameter Variety Pack, 850 Gumballs",Food & Beverage,48.87,1970-01-01,1970-01-01,62.95,Was Price,47.29,Yes,39.99,2038910,NETWORK_GEO,15.4,Seller Fulfilled,no restrictions,Bubble Gum,"[""Home Page"",""Food"",""Candy"",""Gum"",""Bubble Gum""]",Dubble Bubble,2022-03-08,2027-09-29,2017-07-03,0,4.7,54.99,0.0,19.548000000000002
566,080958409278-C-P-L5-39.99,Tommy Bahama Backpack Beach Chair-New 2022 Designs-5-Position Classic Lay Flat-Insulated Cooler Towel Bar-Storage Pouch Tropical Sunset,Garden & Patio,72.99,1970-01-01,1970-01-01,70.98,Was Price,72.99,Yes,79.99,2038710,NETWORK_GEO,7.0,Seller Fulfilled,no restrictions,Shop All Patio Furniture,"[""Home Page"",""Patio & Garden"",""Patio Furniture"",""Shop All Patio Furniture""]",Tommy Bahama,2023-06-09,2049-12-31,2022-09-22,0,5.0,60.99,0.0,29.195999999999998
567,096619388660-C-P-L1-59.99,"Kirkland Signature Quit 4 mg. Ice Mint Gum, 300 Pieces",Medicine & Supplements,81.9,1970-01-01,1970-01-01,64.9,Was Price,69.95,Yes,124.18,2040194,ALWAYS_TWO_DAY,1.45,Walmart Fulfilled,no restrictions,Oral Care Accessories,"[""Home Page"",""Personal Care"",""Oral Care"",""Oral Accessories"",""Oral Care Accessories""]",Kirkland Signature,2022-02-07,2022-09-17,2017-05-21,0,0.0,69.99,0.0,32.760000000000005
568,302990241402-C-P-H1-18.39,Cetaphil Moisture Lotion 3-pack,"Home Decor, Kitchen, & Other",29.9,1970-01-01,1970-01-01,29.9,Was Price,29.9,Yes,0.0,2048134,ALWAYS_TWO_DAY,2.75,WFS Eligible,no restrictions,Cetaphil Body Lotion,"[""Home Page"",""Beauty"",""Beauty by Top Brands"",""Cetaphil"",""Cetaphil Body Lotion""]",Cetaphil,2022-06-19,2048-04-15,2019-12-05,3,5.0,49.99,-1.0,11.96
569,EB-UQWR-55HO,"3OWL Everglades 5 Person Easy Setup Hiking, Camping, Outdoors Backpacking Orange Tent",Sport & Recreation Other,49.99,1970-01-01,1970-01-01,49.99,Was Price,49.99,Yes,0.0,3001205,NETWORK_GEO,10.0,Seller Fulfilled,no restrictions,5 Person Tents,"[""Home Page"",""Sports & Outdoors"",""Outdoor Sports"",""Camping Gear"",""Tents"",""Tents by Size"",""5 Person Tents""]",3OWL,2020-11-25,2049-12-31,2021-01-28,0,0.0,45.75,0.0,19.996000000000002
570,Halley-Soldier-Washcloth8-Turquaz,"HALLEY Decorative Turkish Washcloths Set, 8 Pieces - 650 GSM Highly Absorbent & Fade Resistant Fabric, 100% Cotton - Turquoise","Home Decor, Kitchen, & Other",17.5,1970-01-01,1970-01-01,17.5,Was Price,17.5,Yes,0.0,2039973,ALWAYS_TWO_DAY,0.7,Walmart Fulfilled,no restrictions,Teens' Bathroom,"[""Home Page"",""Home"",""Teens' Rooms"",""Teens' Bathroom""]",HALLEY,2023-09-14,2049-12-26,2023-09-19,0,0.0,17.5,0.0,7.0
571,021788506102-C-P-L1-6.99,"Lotus Biscoff Cookies, 35.2 Ounce","Home Decor, Kitchen, & Other",17.2,1970-01-01,1970-01-01,22.95,List Price,24.95,Yes,22.5,2050078,ALWAYS_TWO_DAY,1.0,WFS Eligible,no restrictions,Shop All Cookies,"[""Home Page"",""Food"",""Snacks, Cookies & Chips"",""Cookies"",""Shop All Cookies""]",Lotus,2022-04-14,2049-03-31,2016-10-13,13,4.8,15.16,0.0,6.88
572,611247354926-S-P-L1-44.92,"Product of Green Mountain Coffee Roasters Nantucket Blend Keurig K-Cup Pods, Medium Roast Coffee 100 Count.",Food & Beverage,67.99,1970-01-01,1970-01-01,69.89,Was Price,69.9,Yes,0.0,2038305,ALWAYS_TWO_DAY,5.0,WFS Eligible,no restrictions,Ship To Home Coffee,"[""Home Page"",""Food"",""Coffee"",""Ship To Home Coffee""]",Green Mountain,2023-02-21,2049-12-31,2019-04-16,7,4.9,44.98,0.0,27.195999999999998
573,850019568240-C-P-L1-29.99,"Vital Proteins Collagen Peptides, Chocolate, 32.56 Ounce",Other,35.9,1970-01-01,1970-01-01,54.95,List Price,34.83,Yes,72.86,2038318,ALWAYS_TWO_DAY,2.35,Walmart Fulfilled,no restrictions,Beauty Supplements,"[""Home Page"",""Health and Medicine"",""Vitamins and Supplements"",""Beauty Supplements""]",Vital Proteins,2021-09-20,2023-09-11,2021-04-11,932,4.5,37.75,0.0,14.36
574,Halley-Hairtowel-Black-Grey-Pink,"HALLEY Cotton Hair Towel Wrap – 3 Packs Super Absorbent, Anti Frizz Fast Drying Hair Towel for Curly Long Thick Hair – Hair Turbans for Wet Hair with Button – Hair Plopping Towel (Black, Grey, Pink)","Home Decor, Kitchen, & Other",12.5,1970-01-01,1970-01-01,12.5,Was Price,12.5,Yes,0.0,2039973,ALWAYS_TWO_DAY,0.62,Walmart Fulfilled,no restrictions,Hair Towels,"[""Home Page"",""Home"",""Bath"",""Bath Towels"",""Hair Towels""]",HALLEY,2023-11-08,2049-12-27,2023-11-12,0,0.0,0.0,0.0,5.0
575,Halley-Lux-Washcloth6-Cognac,"HALLEY 100% Turkish Cotton Washcloths for Body, Face, Bathroom, Hotel, Spa & Kitchen - Super Soft & Highly Absorbent Fingertip Towels - Luxury Wash Cloths (Pack of 6 - Cognac)","Home Decor, Kitchen, & Other",15.49,1970-01-01,1970-01-01,15.49,Was Price,15.49,Yes,0.0,2039973,ALWAYS_TWO_DAY,0.7,Walmart Fulfilled,no restrictions,Fingertip Towels,"[""Home Page"",""Home"",""Bath"",""Bath Towels"",""Fingertip Towels""]",HALLEY,2023-09-17,2049-12-26,2023-09-22,0,0.0,15.49,0.0,6.196000000000001
576,KP-NCSN-T7KK,"3OWL Everglades 5 Person Easy Setup Hiking, Camping, Outdoors Backpacking Green Tent",Sport & Recreation Other,49.99,1970-01-01,1970-01-01,49.99,Was Price,49.99,Yes,0.0,3001205,NETWORK_GEO,10.0,Seller Fulfilled,no restrictions,5 Person Tents,"[""Home Page"",""Sports & Outdoors"",""Outdoor Sports"",""Camping Gear"",""Tents"",""Tents by Size"",""5 Person Tents""]",3OWL,2018-07-12,2049-12-31,2018-07-12,0,0.0,45.75,0.0,19.996000000000002
577,016000178847-C-W-H1-16.99,"Fruit by the Foot Snacks, Berry Tie-Dye and Strawberry Variety Pack (48 ct.)",Food & Beverage,26.93,1970-01-01,1970-01-01,26.95,Was Price,28.99,Yes,13.94,2049620,ALWAYS_TWO_DAY,5.0,WFS Eligible,no restrictions,Fruit by the Foot,"[""Home Page"",""Food"",""Snacks, Cookies & Chips"",""Fruit Snacks"",""Shop by Fruit Snacks Brand"",""Fruit by the Foot""]",Betty Crocker,2023-06-27,2049-12-31,2020-06-29,9,3.8,16.14,0.0,10.772
