,SKU,Product_Name,Product_Category,Price,Promo_Start_Date,Promo_End_Date,Comparison_Price,Comparison_Price_Type,Buy_Box_Item_Price,Buy_Box_Eligible,MSRP,Product_Tax_Code,Ship_Methods,Shipping_Weight,Fulfillment_Type,WFS_Sales_Restriction,Shelf_Name,Primary_Category_Path,Brand,Offer_Start_Date,Offer_End_Date,Item_Creation_Date,Reviews_Count,Average_Rating,Competitor_Price,Competitor_Ship_Price,Cost
252,052800483415-C-P-L1-13.49,Lubriderm Daily Moisture Lotion Fragrance Free 3-pack,"Beauty, Personal Care, & Hygiene",25.31,1970-01-01,1970-01-01,33.95,Was Price,25.49,Yes,42.08,2048134,ALWAYS_TWO_DAY,3.0,WFS Eligible,no restrictions,Lubriderm,"[""Home Page"",""Personal Care"",""Bath & Body"",""Lubriderm""]",Lubriderm,2022-01-19,2049-12-30,2020-01-29,15,4.8,26.31,0.0,10.124
253,302990241266-C-P-L2-18.99 - 5527,Cetaphil Moisturizing 20oz Cream 2-pack,"Home Decor, Kitchen, & Other",34.99,1970-01-01,1970-01-01,34.99,Was Price,34.99,Yes,46.85,2048134,ALWAYS_TWO_DAY,3.0,Walmart Fulfilled,no restrictions,Cetaphil Body Lotion,"[""Home Page"",""Beauty"",""Beauty by Top Brands"",""Cetaphil"",""Cetaphil Body Lotion""]",Cetaphil,2019-11-03,2042-08-29,2019-11-04,9,4.3,35.99,0.0,13.996000000000002
254,Halley-Soldier-Set6-Yellow,"HALLEY Decorative Bath Towels Set, 6 Piece - Turkish Towel Set with Floral Pattern, Highly Absorbent & Fade Resistant Fabric, 100% Cotton - Yellow","Home Decor, Kitchen, & Other",38.99,1970-01-01,1970-01-01,38.99,Was Price,38.99,Yes,0.0,2039973,ALWAYS_TWO_DAY,3.38,Walmart Fulfilled,no restrictions,Bath Towels,"[""Home Page"",""Home"",""Bath"",""Bath Towels""]",HALLEY,2020-11-11,2049-12-18,2020-11-24,0,0.0,31.19,0.0,15.596000000000002
255,P7-QU6L-HSSW,"HALLEY Luxury Bathrobe for Women & Men, Shawl Collar Spa Bath Robes Terry Cotton Ultra Soft Shower Robe with Pockets - Grey (L)","Beauty, Personal Care, & Hygiene",39.99,1970-01-01,1970-01-01,39.99,Was Price,39.99,Yes,0.0,2038356,ALWAYS_TWO_DAY,2.6,WFS Eligible,no restrictions,UNNAV,"[""UNNAV""]",HALLEY,2020-11-10,2049-12-23,2020-11-18,0,0.0,39.99,0.0,15.996000000000002
256,010082550140-S-F-L1-12.98,"Golden Island Fire Grilled Pork Jerky Korean Barbecue Receipe, 16 Ounce",Food & Beverage,35.95,1970-01-01,1970-01-01,28.3,Was Price,28.25,Yes,23.09,2049717,NETWORK_GEO,1.0,Seller Fulfilled,no restrictions,All Jerky,"[""Home Page"",""Food"",""Snacks, Cookies & Chips"",""Beef Jerky and Dried Meats"",""All Jerky""]",Golden Island,2024-01-16,2049-12-31,2016-09-19,40,4.8,23.99,0.0,14.380000000000003
257,017801437041-C-F-L1-14.99,LED Dimmable Br30 65W Replacement 5000K 6-Pack - NEW,"Beauty, Personal Care, & Hygiene",21.99,1970-01-01,1970-01-01,26.95,List Price,19.99,Yes,42.35,2049237,ALWAYS_TWO_DAY,0.008,WFS Eligible,no restrictions,65 Watt Light Bulbs,"[""Home Page"",""Home Improvement"",""Electrical"",""Light Bulbs"",""Light Bulbs by Wattage"",""65 Watt Light Bulbs""]",Enhance,2023-08-27,2049-12-31,2018-09-14,0,0.0,28.99,0.0,8.796
258,022415211864-C-P-L4-18.99,"Sealy Sterling Collection Down-Alternative Pillow, 2-pack  One Color, Queen Size","Home Decor, Kitchen, & Other",44.9,1970-01-01,1970-01-01,45.98,Was Price,44.9,Yes,59.0,2039972,NETWORK_GEO,4.07,Seller Fulfilled,no restrictions,Bed Pillows,"[""Home Page"",""Home"",""Bedding"",""Bed Pillows""]",Sealy,2024-01-14,2049-12-31,2022-04-07,0,0.0,39.0,-1.0,17.96
259,041244221059-CB-P-L1-11.99,"Martinelli's Sparkling Blush, Apple and Raspberry, 10 fl oz, 12 ct",Food & Beverage,39.99,1970-01-01,1970-01-01,42.99,Was Price,42.98,Yes,0.0,2044491,NETWORK_GEO,14.0,Seller Fulfilled,no restrictions,Sparkling Juice,"[""Home Page"",""Food"",""Beverages"",""Juices"",""Sparkling Juice""]",Martinelli's,2023-07-03,2049-12-31,2022-08-25,0,0.0,34.49,0.0,15.996000000000002
260,042000210058-CB-P-L47-27.99,"Marathon Paper Towel, Brown, 1-Ply, 350 Foot Rolls, 12 Count","Home Decor, Kitchen, & Other",60.99,1970-01-01,1970-01-01,58.99,Was Price,132.08,Yes,80.98,2038610,NETWORK_GEO,5.0,Seller Fulfilled,no restrictions,All Paper Towels,"[""Home Page"",""Household Essentials"",""Paper & Plastic"",""Paper Towels"",""All Paper Towels""]",Marathon,2023-01-11,2049-12-30,2019-12-09,0,0.0,47.0,0.0,24.396
261,070662082737-S-P-L1-8.88,"Nissin 4 oz Chow Mein Premimum Teriyaki Beef Noodles, Pack of 8",Food & Beverage,15.9,1970-01-01,1970-01-01,13.6,Was Price,12.67,Yes,14.99,2038305,ALWAYS_TWO_DAY,2.0,Walmart Fulfilled,no restrictions,Ready to heat soup,"[""Home Page"",""Food"",""Pantry"",""Soup"",""Ready to heat soup""]",Nissin,2023-09-02,2049-12-31,2017-05-17,148,4.5,10.0,0.0,6.36
262,080878197637-BSTOCK-P-L1-3.14,"Pantene Essential Botanicals Volumizing Shampoo White Tea and Cucumber, 38.2 Fl Oz","Beauty, Personal Care, & Hygiene",19.9,1970-01-01,1970-01-01,22.99,Was Price,22.99,Yes,35.4,2048134,ALWAYS_TWO_DAY,7.0,WFS Eligible,no restrictions,Pantene,"[""Home Page"",""Beauty"",""Hair Care"",""Hair Care Brands"",""Pantene""]",Pantene,2023-02-27,2049-12-31,2022-08-29,9,4.2,19.99,0.0,7.96
263,193968113247-S-G-H1-11.28,"Kirkland Signature Organic Whole Cashews, Unsalted Unroasted, 40 oz",Food & Beverage,27.47,1970-01-01,1970-01-01,34.95,Was Price,34.95,Yes,45.15,2040208,ALWAYS_TWO_DAY,2.5,WFS Eligible,no restrictions,All Cashews,"[""Home Page"",""Food"",""Snacks, Cookies & Chips"",""Nuts, Trail Mix & Seeds"",""Cashews"",""All Cashews""]",Kirkland Signature,2023-09-20,2049-12-31,2018-03-24,1,5.0,27.47,0.0,10.988
264,792850655713-S-P-L1-19.48,Burt’s Bees Bundle Up with Burt’s 12 Holiday Finds Advent Calendar (12 ct.),"Beauty, Personal Care, & Hygiene",29.99,1970-01-01,1970-01-01,34.49,List Price,13.19,Yes,34.49,2038710,ALWAYS_TWO_DAY,2.0,WFS Eligible,no restrictions,All Advent Calendars,"[""Home Page"",""Party & Occasions"",""Christmas Trees & Christmas Decor"",""Christmas Decor"",""All Advent Calendars""]",Burt's Bees,2022-12-20,2049-12-30,2022-10-19,153,4.8,37.97,0.0,11.996
265,817387021074-S-W-L1-19.98,Bentgo Fresh Lunch Box - Aqua,"Home Decor, Kitchen, & Other",24.95,1970-01-01,1970-01-01,25.18,Was Price,25.09,Yes,39.99,2038710,ALWAYS_TWO_DAY,3.0,WFS Eligible,no restrictions,Lunch Boxes & Bags,"[""Home Page"",""Home"",""Kitchen & Dining"",""Kitchen Storage & Organization"",""Lunch Boxes & Bags""]",Bentgo,2023-07-31,2049-12-31,2019-10-02,297,4.9,27.99,0.0,9.98
266,860003335987-C-P-L1-9.99,Rip Van Wafels Low Sugar Stroopwaffel Dutch Caramel and Vanilla (19.2 Ounce),"Home Decor, Kitchen, & Other",18.1,1970-01-01,1970-01-01,19.75,Was Price,19.61,Yes,29.65,2050078,ALWAYS_TWO_DAY,1.21,WFS Eligible,no restrictions,Shop All Cookies,"[""Home Page"",""Food"",""Snacks, Cookies & Chips"",""Cookies"",""Shop All Cookies""]",Rip Van,2022-08-08,2043-09-07,2021-08-03,4,3.0,15.0,0.0,7.240000000000001
267,Halley-Hairtowel-White-Grey-Pink,"HALLEY Cotton Hair Towel Wrap – 3 Packs Super Absorbent, Anti Frizz Fast Drying Hair Towel for Curly Long Thick Hair – Hair Turbans for Wet Hair with Button – Hair Plopping Towel (White, Grey, Pink)","Home Decor, Kitchen, & Other",12.5,1970-01-01,1970-01-01,12.5,Was Price,12.5,Yes,0.0,2039973,ALWAYS_TWO_DAY,0.62,Walmart Fulfilled,no restrictions,Hair Towels,"[""Home Page"",""Home"",""Bath"",""Bath Towels"",""Hair Towels""]",HALLEY,2023-11-10,2049-12-29,2023-11-12,0,0.0,0.0,0.0,5.0
268,harveast-sun-apricot-1lb-2x,HARVEAST Turkish Jumbo Dried Apricots 16oz (2 packs),Food & Beverage,17.99,1970-01-01,1970-01-01,17.99,Was Price,17.99,Yes,99.99,2049620,ALWAYS_TWO_DAY,2.0,WFS Eligible,no restrictions,Healthy Kids Snacks,"[""Home Page"",""Food"",""Snacks, Cookies & Chips"",""Health-inspired Snacks"",""Healthy Kids Snacks""]",HARVEAST,2022-07-12,2049-12-27,2022-07-16,0,0.0,17.99,0.0,7.196
269,040072000812-CB-P-L1-144.99,Waring Commercial Medium-Duty Toaster | 4-Slot,"Home Decor, Kitchen, & Other",279.95,1970-01-01,1970-01-01,249.0,Was Price,249.0,Yes,427.97,2038710,NETWORK_GEO,7.52,Seller Fulfilled,no restrictions,Shop Toasters,"[""Home Page"",""Home"",""Appliances"",""Kitchen Appliances"",""Toasters & Ovens"",""Toasters"",""Shop Toasters""]",Waring,2024-02-08,2049-12-31,2016-06-25,1,1.0,249.0,0.0,111.98
270,099511343409-CB-F-L1-17.99,8 qt. Round Translucent Container/Lid - Shrink Pack 2,"Home Decor, Kitchen, & Other",40.99,1970-01-01,1970-01-01,40.99,Was Price,28.69,Yes,26.7,2038710,NETWORK_GEO,2.6,Seller Fulfilled,no restrictions,Food Storage and Transport,"[""Home Page"",""Industrial & Scientific"",""Food Service Equipment & Supplies"",""Storage & Transport"",""Food Storage and Transport""]",Cambro,2021-10-09,2025-04-26,2018-10-09,0,0.0,30.69,0.0,16.396
271,749384100608-C-P-L1-6.99,Eco-Foil Half Size Deep Steam Table Pan 30-count,"Home Decor, Kitchen, & Other",27.99,1970-01-01,1970-01-01,25.89,Was Price,27.99,Yes,26.14,2038710,NETWORK_GEO,4.0,Seller Fulfilled,no restrictions,Food Warmers,"[""Home Page"",""Home"",""Kitchen & Dining"",""Dining & Entertaining"",""Serveware"",""Food Warmers""]",HFA,2020-07-20,2049-12-29,2017-08-10,0,4.1,21.79,0.0,11.196
272,860002992501-C-WM-29.99,"Zena Liquid Collagen + Biotin, 30 Fluid Ounce",Medicine & Supplements,43.6,1970-01-01,1970-01-01,44.99,Was Price,44.95,Yes,73.63,2038318,ALWAYS_TWO_DAY,7.0,WFS Eligible,no restrictions,All Vitamins & Supplements,"[""Home Page"",""Health and Medicine"",""Vitamins and Supplements"",""All Vitamins & Supplements""]",Zena,2023-11-02,2049-12-31,2021-07-02,19,4.8,34.53,0.0,17.44
273,Halley-Soldier-Hand4-Gray,"HALLEY Decorative Turkish Hand Towels Set, 4 Pieces- 650 GSM Highly Absorbent & Fade Resistant Fabric, 100% Cotton - Gray","Home Decor, Kitchen, & Other",25.5,1970-01-01,1970-01-01,25.5,Was Price,25.5,Yes,0.0,2039973,ALWAYS_TWO_DAY,2.1,Walmart Fulfilled,no restrictions,Hand Towels,"[""Home Page"",""Home"",""Bath"",""Bath Towels"",""Hand Towels""]",HALLEY,2020-10-27,2049-12-21,2020-11-06,1,5.0,25.5,0.0,10.200000000000001
274,Halley-Soldier-Hand4-Yellow,"HALLEY Decorative Turkish Hand Towels Set, 4 Pieces- 650 GSM Highly Absorbent & Fade Resistant Fabric, 100% Cotton - Yellow","Home Decor, Kitchen, & Other",20.4,1970-01-01,1970-01-01,25.5,Was Price,20.4,Yes,0.0,2039973,ALWAYS_TWO_DAY,2.1,Walmart Fulfilled,no restrictions,Hand Towels,"[""Home Page"",""Home"",""Bath"",""Bath Towels"",""Hand Towels""]",HALLEY,2020-10-26,2049-12-20,2020-11-06,0,0.0,20.4,0.0,8.16
275,jumbojumble-tea-mix,"Jumbo Jumble Tea Sampler Assortment Variety Multipack (64 Pack), Tea Bags Gift Box with 10 Different Flavors",Food & Beverage,19.99,1970-01-01,1970-01-01,0.0,Was Price,19.99,Yes,0.0,2038305,ALWAYS_TWO_DAY,0.5,Walmart Fulfilled,no restrictions,Tea Bags,"[""Home Page"",""Food"",""Beverages"",""Tea"",""Tea Bags""]",Jumbo Jumble,2023-05-19,2049-12-28,2023-05-22,0,0.0,0.0,0.0,7.9959999999999996
276,022415211864-C-P-L47-18.99,Sealy Sterling Collection Down Alternative Pillows 400 Thread Queen - 2 Pack,Bedding,44.9,1970-01-01,1970-01-01,37.0,Was Price,37.99,Yes,70.87,2039972,NETWORK_GEO,4.07,Seller Fulfilled,no restrictions,Shop All Teens' Bedding,"[""Home Page"",""Home"",""Teens' Rooms"",""Teens' Bedding"",""Shop All Teens' Bedding""]",Sealy,2024-01-14,2049-12-31,2021-03-23,3,5.0,39.0,-1.0,17.96
277,023100140865-S-P-L1-19.48,"Temptations Cat Treats Stay Fresh Pouches, Flavor Variety Pack (3 ct.)",Animal Accessories,30.19,1970-01-01,1970-01-01,33.36,Was Price,33.45,Yes,0.0,2048966,ALWAYS_TWO_DAY,10.0,WFS Eligible,no restrictions,All Cat Treats,"[""Home Page"",""Pets"",""Cats"",""Cat Treats"",""All Cat Treats""]",TEMPTATIONS,2023-02-02,2049-12-31,2023-01-05,4,3.3,33.45,0.0,12.076
278,044387322027-S-P-L1-119.98,De'Longhi ECP3220 15 Bar Espresso and Cappuccino Machine with Advanced Cappuccino System,"Home Decor, Kitchen, & Other",175.99,1970-01-01,1970-01-01,157.99,Was Price,157.99,Yes,179.95,2038710,ALWAYS_TWO_DAY,10.0,WFS Eligible,no restrictions,Nespresso Machines,"[""Home Page"",""Home"",""Appliances"",""Kitchen Appliances"",""Coffee Shop"",""Nespresso Machines""]",Nespresso,2023-08-04,2049-12-31,2018-09-17,173,4.5,199.0,0.0,70.396
279,074108151667-bstock-conairman,ConairMAN Simple Cut Home Haircutting Kit,Health & Beauty Electronics,19.99,1970-01-01,1970-01-01,19.99,Was Price,17.99,Yes,42.66,2038710,ALWAYS_TWO_DAY,2.5,WFS Eligible,no restrictions,Hair Cutting Tools,"[""Home Page"",""Beauty"",""Hair Care"",""Hair Styling Tools"",""Hair Cutting Tools""]",Conair MAN,2024-01-11,2049-12-30,2015-12-08,27,4.1,15.49,0.0,7.9959999999999996
280,096619350209-C-WM-19.99,"Kirkland Signature USDA Organic Multivitamin, 80 Coated Tablets",Medicine & Supplements,30.0,1970-01-01,1970-01-01,30.99,List Price,30.88,Yes,42.68,2038318,NETWORK_GEO,2.0,Seller Fulfilled,no restrictions,Women's Multivitamins,"[""Home Page"",""Health and Medicine"",""Vitamins and Supplements"",""Multivitamins"",""Women's Multivitamins""]",Kirkland Signature,2024-01-16,2049-12-31,2018-11-02,4,5.0,25.4,0.0,12.0
281,100437420447-WM-C-8.52,"Barilla Pasta Thin Spaghetti (16 Oz., 6 Pk.)",Food & Beverage,24.09,1970-01-01,1970-01-01,19.18,Was Price,20.47,Yes,0.0,2038305,ALWAYS_TWO_DAY,6.0,WFS Eligible,no restrictions,Dry pasta,"[""Home Page"",""Food"",""Pantry"",""Pasta & pizza"",""Dry pasta""]",Barilla,2024-03-07,2049-12-31,2021-08-16,4,4.0,8.52,0.0,9.636000000000001
282,703624901837-S-P-L1-19.98,"Neutrogena Rainbath Shower Gel, 40 oz. Green Tea & Pear","Beauty, Personal Care, & Hygiene",34.5,1970-01-01,1970-01-01,33.99,Was Price,32.8,Yes,15.98,2048134,NETWORK_GEO,12.0,Seller Fulfilled,no restrictions,Neutrogena Body Care,"[""Home Page"",""Personal Care"",""Bath & Body"",""Neutrogena Body Care""]",Neutrogena,2023-11-27,2049-12-31,2017-05-15,108,4.7,35.86,0.0,13.8
283,855232007224-C-P-L1-8.49,"Primal Kitchen Avocado Oil Mayonnaise, 32 Ounces",Food & Beverage,26.95,1970-01-01,1970-01-01,28.5,Was Price,24.47,Yes,34.06,2038305,ALWAYS_TWO_DAY,2.78,WFS Eligible,no restrictions,Shop all mayonnaise,"[""Home Page"",""Food"",""Pantry"",""Condiments"",""Mayonnaise"",""Shop all mayonnaise""]",Primal Kitchen,2022-02-22,2049-02-21,2021-02-18,7,4.4,27.39,0.0,10.780000000000001
284,jumbojumble-protein,Jumbo Jumble High-Protein Snack Box for Valentine (40 Count) Pre Workout & Healthy Snacks Variety Gift Box with Chips Jerky Nuts Granola Bars,Food & Beverage,34.99,1970-01-01,1970-01-01,34.99,Was Price,34.99,Yes,40.0,2038305,ALWAYS_TWO_DAY,2.4,Walmart Fulfilled,no restrictions,All Chips,"[""Home Page"",""Food"",""Snacks, Cookies & Chips"",""Chips"",""All Chips""]",Jumbo Jumble,2022-08-08,2049-12-19,2022-08-20,0,0.0,35.19,0.0,13.996000000000002
285,048001265349-C-P-L1-9.49,"Hellmann's Mayonnaise Real Mayo Gluten-Free Sandwich Spread, Rich in Omega-3 ALA 64 oz",Food & Beverage,18.15,1970-01-01,1970-01-01,19.92,Was Price,18.19,Yes,22.7,2038305,ALWAYS_TWO_DAY,4.0,WFS Eligible,no restrictions,Condiments & Seasonings,"[""Home Page"",""Walmart for Business"",""Breakroom Supplies"",""Condiments & Seasonings""]",Hellmann's,2023-09-19,2049-12-31,2015-12-08,6480,4.6,16.99,-1.0,7.26
286,073010013711-C-WM-12.49,Tampax Pearl Unscented Tampons Regular (96 Count),"Beauty, Personal Care, & Hygiene",24.1,1970-01-01,1970-01-01,24.25,Was Price,24.1,Yes,13.49,2038766,ALWAYS_TWO_DAY,4.0,Walmart Fulfilled,no restrictions,All Feminine Care,"[""Home Page"",""Personal Care"",""Feminine Care"",""All Feminine Care""]",Tampax,2023-11-08,2049-12-31,2016-03-18,377,4.6,15.68,0.0,9.64
287,096619254842-CB-P-L1-49.47,"Kirkland Signature 100% Colombian Coffee, Supremo Bean Dark Roast Fine Grind, 42/1.75 ounce Pouches - PACK OF 3",Food & Beverage,144.95,1970-01-01,1970-01-01,144.95,Was Price,144.95,Yes,0.0,2038305,NETWORK_GEO,28.0,Seller Fulfilled,no restrictions,Ground Coffee,"[""Home Page"",""Food"",""Coffee"",""Ground Coffee""]",Kirkland Signature,2022-08-15,2041-05-02,2021-12-27,0,0.0,123.34,-1.0,57.98
288,607169108181-C-P-L1-14.99,"Stevia In The Raw Zero-Calorie Sweetener, 800 ct.",Food & Beverage,25.3,1970-01-01,1970-01-01,25.4,Was Price,25.3,Yes,0.0,2038305,ALWAYS_TWO_DAY,1.75,Walmart Fulfilled,no restrictions,Sweeteners,"[""Home Page"",""Food"",""Baking"",""Baking Ingredients"",""Sugar"",""Sweeteners""]",STEVIA IN THE RAW,2024-02-08,2049-12-31,2021-08-05,207,4.9,14.98,0.0,10.120000000000001
289,749826003207-CB-P-L1-22.49,"Pure Protein Bars Variety Pack, 1.76 Ounce (Pack of 23)",Sport & Recreation Other,31.9,1970-01-01,1970-01-01,34.2,Was Price,34.4,Yes,60.07,2048880,ALWAYS_TWO_DAY,2.91,WFS Eligible,no restrictions,Pure Protein Bars,"[""Home Page"",""Health and Medicine"",""Protein"",""Shop by brand"",""Pure Protein"",""Pure Protein Bars""]",Pure Protein,2022-08-12,2049-12-29,2022-06-21,2194,4.6,27.99,0.0,12.76
290,760028585414-C-G-H2-22.99,BeautyRest Black Luxurious Down Alternative Pillows 400 Thread Jumbo 2 Pack NEW,Decorations & Favors,54.95,1970-01-01,1970-01-01,54.95,Was Price,38.99,Yes,57.58,2039972,NETWORK_GEO,5.0,Seller Fulfilled,no restrictions,Bed Pillows,"[""Home Page"",""Home"",""Bedding"",""Bed Pillows""]",Beautyrest Black,2024-02-28,2049-12-31,2018-02-02,36,4.3,79.9,-1.0,21.980000000000004
291,768303704406-C-P-L1-37.49,"Cadet 9-12"" Bull Sticks, 12 Count",Animal Food,63.45,1970-01-01,1970-01-01,59.95,Was Price,57.99,Yes,90.83,2048966,NETWORK_GEO,4.0,Seller Fulfilled,no restrictions,All Dog Treats,"[""Home Page"",""Pets"",""Dogs"",""Dog Treats"",""All Dog Treats""]",Cadet,2022-09-09,2049-12-31,2022-01-03,4,5.0,57.99,0.0,25.380000000000003
292,785357024397-CB-P-L1-39.99,"Peet's Coffee K-Cup Pods,  Major Dickason's Dark Roast (75 Count) Single Serve Pods Compatible with Keurig Brewers",Food & Beverage,50.97,1970-01-01,1970-01-01,52.49,Was Price,57.1,Yes,0.0,2038305,ALWAYS_TWO_DAY,3.0,WFS Eligible,no restrictions,Peet's Ship To Home Coffee,"[""Home Page"",""Food"",""Coffee"",""Peet's Ship To Home Coffee""]",Peet's Coffee,2023-03-28,2049-12-31,2021-05-10,1441,4.8,39.99,0.0,20.388
293,Halley-Lux-Set4-Cognac,"Halley Bath Towels 4-Piece Set - 100% Turkish Cotton Ultra Soft, Absorbent Bathroom Towels - Machine Washable - Ivory White","Home Decor, Kitchen, & Other",16.49,2023-06-20,2023-08-31,10.49,Was Price,16.49,Yes,0.0,2039973,ALWAYS_TWO_DAY,1.85,Walmart Fulfilled,no restrictions,Bath Towels,"[""Home Page"",""Home"",""Bath"",""Bath Towels""]",HALLEY,2021-09-22,2049-12-25,2021-09-28,0,0.0,24.99,0.0,6.596
294,harveast-dried-apple-10oz,"HARVEAST Dried Apple Slices | Unsulfured Gourmet Dehydrated Apples, No Sugar, Gluten Free, Kosher, Vegan, Non-GMO | Dried Sliced Apple Fruit in Resealable Bag, Delicious Healthy Snack 10 Oz 1 Pack",Food & Beverage,9.99,1970-01-01,1970-01-01,9.99,Was Price,9.99,Yes,0.0,2038305,ALWAYS_TWO_DAY,0.63,WFS Eligible,no restrictions,All Fruit Types,"[""Home Page"",""Food"",""Snacks, Cookies & Chips"",""Dried Fruits"",""Shop by Fruit Type"",""All Fruit Types""]",HARVEAST,2023-05-15,2049-12-28,2023-05-18,0,0.0,9.99,0.0,3.9960000000000004
295,073497006817-S-P-L1-14.98,Mac's Variety Pack Pork Skins (27 Count),Food & Beverage,59.0,1970-01-01,1970-01-01,0.0,Was Price,20.74,Yes,57.38,2038710,NETWORK_GEO,3.0,Seller Fulfilled,no restrictions,Pork Rinds,"[""Home Page"",""Food"",""Snacks, Cookies & Chips"",""Chips"",""Pork Rinds""]",Mac's,2022-09-17,2049-12-31,2021-02-02,263,4.1,33.97,-1.0,23.6
296,0820650855054-C-P-L1-19.00,Pokémon Collector’s Chest Plus Pencil Case,Toys,38.19,1970-01-01,1970-01-01,39.88,Was Price,39.98,Yes,0.0,2038710,ALWAYS_TWO_DAY,5.0,Walmart Fulfilled,no restrictions,Pencil Boxes,"[""Home Page"",""Office Supplies"",""Desk Organization"",""Pencil Boxes""]",Pokemon,2023-11-21,2049-12-30,2023-07-03,0,0.0,24.88,9.87,15.276
297,096619215645-CB-P-L1-39.98,"2 PACK | Flex-Tech 33-Gallon Trash Bag, 90-count","Home Decor, Kitchen, & Other",72.9,1970-01-01,1970-01-01,68.99,Was Price,72.9,Yes,0.0,2038710,NETWORK_GEO,6.0,Seller Fulfilled,no restrictions,All Trash Bags,"[""Home Page"",""Household Essentials"",""Paper & Plastic"",""Trash Bags"",""All Trash Bags""]",Assortit,2024-02-09,2049-12-31,2020-10-18,0,0.0,0.0,0.0,29.160000000000004
298,708747151930-C-P-L1-17.98,"Power-Up Trail Mix, Mega Omega - Kosher (2 Pack of 52 oz)",Food & Beverage,38.94,1970-01-01,1970-01-01,44.99,Was Price,38.94,Yes,49.99,2038305,NETWORK_GEO,4.0,Seller Fulfilled,no restrictions,Trail Mix,"[""Home Page"",""Food"",""Snacks, Cookies & Chips"",""Trail Mix""]",Gourmet,2024-02-28,2049-12-31,2021-08-30,1,1.0,38.94,0.0,15.576
299,Halley-Hera-Washcloth10-Gray,"HALLEY Turkish Washcloths Set - 10 Pieces Washcloths Set, Ultra Soft, Machine Washable, Highly Absorbent, 100% Cotton - Gray","Home Decor, Kitchen, & Other",17.99,1970-01-01,1970-01-01,17.99,Was Price,17.99,Yes,0.0,2039973,ALWAYS_TWO_DAY,0.95,Walmart Fulfilled,no restrictions,UNNAV,"[""UNNAV""]",HALLEY,2023-09-09,2049-12-25,2023-09-18,0,0.0,17.99,0.0,7.196
300,Halley-Lux-Hand4-NightBlue,"HALLEY 100% Turkish Cotton Hand Towels (Pack of 4) - Hotel & Spa Quality - Super Soft, Quick Drying & Absorbent Decorative Towels for Face, Gym, Spa, Yoga, Dishcloth, Kitchen & Bath - Night Blue","Home Decor, Kitchen, & Other",28.5,1970-01-01,1970-01-01,28.5,Was Price,28.5,Yes,0.0,2039973,ALWAYS_TWO_DAY,1.7,Walmart Fulfilled,no restrictions,Turkish Towels,"[""Home Page"",""Home"",""Bath"",""Bath Towels"",""Turkish Towels""]",HALLEY,2023-12-21,2049-12-30,2023-12-22,0,0.0,28.5,0.0,11.4
301,078731971272-CB-F-L1-15.99,"Dixie To Go Coffee Cups and Lids, 12 Oz, 120 Count, Assorted Designs, Disposable Hot Beverage Cups & Lids","Home Decor, Kitchen, & Other",39.15,1970-01-01,1970-01-01,29.99,Was Price,33.97,Yes,0.0,2038610,NETWORK_GEO,3.0,Seller Fulfilled,no restrictions,Disposable Cups,"[""Home Page"",""Household Essentials"",""Paper & Plastic"",""Disposable Tableware"",""Disposable Cups""]",Dixie,2022-09-18,2049-12-31,2021-09-15,1010,4.2,31.99,0.0,15.66
302,086216118661-CB-F-L3-24.99,Falcon Dust-Off Professional Compressed Gas 12oz. (6-Pack) (DSXLP6-6205),"Home Decor, Kitchen, & Other",49.9,1970-01-01,1970-01-01,40.74,Was Price,44.95,Yes,0.0,2038710,NETWORK_GEO,5.0,Seller Fulfilled,no restrictions,Computer Cleaners,"[""Home Page"",""Office Supplies"",""Office Technology"",""Computer Cleaners""]",Falcon,2023-05-11,2049-12-31,2021-12-23,0,0.0,49.99,0.0,19.96
303,309973849044-bstock-ravish me red,"Revlon Super Lustrous Creme Lipstick, Creamy Formula, 654 Ravish Me Red","Beauty, Personal Care, & Hygiene",7.99,1970-01-01,1970-01-01,6.49,Was Price,7.99,Yes,7.99,2048134,ALWAYS_TWO_DAY,0.5,Walmart Fulfilled,no restrictions,Lipstick,"[""Home Page"",""Beauty"",""Makeup"",""Lip Makeup"",""Lipstick""]",Revlon,2023-12-15,2049-12-31,2015-12-16,466,4.2361,7.99,0.0,3.196
304,3614228681247-bstock-covergırl,"COVERGIRL Exhibitionist Liquid Glitter Eyeshadow, Shimmer Eyeshadow, 0.13 Fl Oz ,Eyeshadow, Eyeshadow Makeup, Liquid Eyeshadow, Smooth, Lightweight, Quick Dry","Beauty, Personal Care, & Hygiene",5.9,1970-01-01,1970-01-01,6.94,Was Price,6.94,Yes,9.98,2048134,ALWAYS_TWO_DAY,0.25,WFS Eligible,no restrictions,Liquid Eye Shadow,"[""Home Page"",""Beauty"",""Makeup"",""Eye Makeup"",""Eye Shadow"",""Liquid Eye Shadow""]",COVERGIRL,2024-02-21,2049-12-31,2019-02-22,910,4.4,4.99,0.0,2.3600000000000003
305,850047217189-C-P-L1-14.99,"J Way Instant Boba Bubble Pearl Variety Milk Tea Fruity Tea Kit, 10 Servings",Food & Beverage,29.46,1970-01-01,1970-01-01,28.99,Was Price,28.99,Yes,44.69,2038305,ALWAYS_TWO_DAY,1.8,WFS Eligible,no restrictions,Straws,"[""Home Page"",""Household Essentials"",""Paper & Plastic"",""Disposable Tableware"",""Straws""]",J WAY,2024-03-01,2049-12-31,2022-03-24,2,2.5,24.8,0.0,11.784
